image,grid,tokens,kept_now,kept_with_floor
chartqa_images/607.jpg,20x29,580,120,120
chartqa_images/608.jpg,20x29,580,120,120
chartqa_images/609.jpg,20x29,580,120,120
chartqa_images/610.jpg,20x29,580,120,120
chartqa_images/611.jpg,20x29,580,120,120
chartqa_images/612.jpg,20x29,580,120,120
chartqa_images/613.jpg,20x29,580,120,120
chartqa_images/614.jpg,20x29,580,120,120
chartqa_images/615.jpg,20x29,580,120,120
chartqa_images/616.jpg,20x29,580,120,120
chartqa_images/617.jpg,20x29,580,120,120
chartqa_images/618.jpg,20x29,580,120,120
chartqa_images/619.jpg,20x29,580,120,120
chartqa_images/620.jpg,20x29,580,120,120
chartqa_images/621.jpg,20x29,580,120,120
chartqa_images/622.jpg,20x29,580,120,120
chartqa_images/623.jpg,20x29,580,120,120
chartqa_images/624.jpg,20x29,580,120,120
chartqa_images/625.jpg,20x29,580,120,120
chartqa_images/626.jpg,20x29,580,120,120
chartqa_images/627.jpg,20x29,580,120,120
chartqa_images/628.jpg,20x29,580,120,120
chartqa_images/629.jpg,20x29,580,120,120
chartqa_images/630.jpg,20x29,580,120,120
chartqa_images/631.jpg,20x29,580,120,120
chartqa_images/632.jpg,20x29,580,120,120
chartqa_images/633.jpg,20x29,580,120,120
chartqa_images/634.jpg,20x29,580,120,120
chartqa_images/635.jpg,20x29,580,120,120
chartqa_images/636.jpg,20x29,580,120,120
chartqa_images/637.jpg,20x29,580,120,120
chartqa_images/638.jpg,20x29,580,120,120
chartqa_images/639.jpg,20x29,580,120,120
chartqa_images/640.jpg,20x29,580,120,120
chartqa_images/641.jpg,20x29,580,120,120
chartqa_images/642.jpg,20x29,580,120,120
chartqa_images/643.jpg,20x29,580,120,120
chartqa_images/644.jpg,20x29,580,120,120
chartqa_images/645.jpg,20x29,580,120,120
chartqa_images/646.jpg,20x29,580,120,120
chartqa_images/647.jpg,20x29,580,120,120
chartqa_images/648.jpg,20x29,580,120,120
chartqa_images/649.jpg,20x29,580,120,120
chartqa_images/650.jpg,20x29,580,120,120
chartqa_images/651.jpg,20x29,580,120,120
chartqa_images/652.jpg,20x29,580,120,120
chartqa_images/653.jpg,20x29,580,120,120
chartqa_images/654.jpg,20x29,580,120,120
chartqa_images/655.jpg,20x29,580,120,120
chartqa_images/656.jpg,20x29,580,120,120
chartqa_images/657.jpg,20x29,580,120,120
chartqa_images/658.jpg,20x29,580,120,120
chartqa_images/659.jpg,20x29,580,120,120
chartqa_images/660.jpg,20x29,580,120,120
chartqa_images/661.jpg,20x29,580,120,120
chartqa_images/662.jpg,20x29,580,120,120
chartqa_images/663.jpg,20x29,580,120,120
chartqa_images/664.jpg,20x29,580,120,120
chartqa_images/665.jpg,20x29,580,120,120
chartqa_images/666.jpg,20x29,580,120,120
chartqa_images/667.jpg,20x29,580,120,120
chartqa_images/668.jpg,20x29,580,120,120
chartqa_images/669.jpg,20x29,580,120,120
chartqa_images/670.jpg,20x29,580,120,120
chartqa_images/671.jpg,20x29,580,120,120
chartqa_images/672.jpg,20x29,580,120,120
chartqa_images/673.jpg,20x29,580,120,120
chartqa_images/674.jpg,20x29,580,120,120
chartqa_images/675.jpg,20x29,580,120,120
chartqa_images/676.jpg,20x29,580,120,120
chartqa_images/677.jpg,20x29,580,120,120
chartqa_images/678.jpg,20x29,580,120,120
chartqa_images/679.jpg,20x29,580,120,120
chartqa_images/680.jpg,20x29,580,120,120
chartqa_images/681.jpg,20x29,580,120,120
chartqa_images/682.jpg,20x29,580,120,120
chartqa_images/683.jpg,20x29,580,120,120
chartqa_images/684.jpg,20x29,580,120,120
chartqa_images/685.jpg,20x29,580,120,120
chartqa_images/686.jpg,20x29,580,120,120
chartqa_images/687.jpg,20x29,580,120,120
chartqa_images/688.jpg,20x29,580,120,120
chartqa_images/689.jpg,20x29,580,120,120
chartqa_images/690.jpg,20x29,580,120,120
chartqa_images/691.jpg,20x29,580,120,120
chartqa_images/692.jpg,20x29,580,120,120
chartqa_images/693.jpg,20x29,580,120,120
chartqa_images/694.jpg,20x29,580,120,120
chartqa_images/695.jpg,20x29,580,120,120
chartqa_images/696.jpg,20x29,580,120,120
chartqa_images/697.jpg,20x29,580,120,120
chartqa_images/698.jpg,20x29,580,120,120
chartqa_images/699.jpg,20x29,580,120,120
chartqa_images/700.jpg,20x29,580,120,120
chartqa_images/701.jpg,20x29,580,120,120
chartqa_images/702.jpg,20x29,580,120,120
chartqa_images/703.jpg,20x29,580,120,120
chartqa_images/704.jpg,20x29,580,120,120
chartqa_images/705.jpg,20x29,580,120,120
chartqa_images/706.jpg,20x29,580,120,120
chartqa_images/707.jpg,20x29,580,120,120
chartqa_images/708.jpg,20x29,580,120,120
chartqa_images/709.jpg,20x29,580,120,120
chartqa_images/710.jpg,20x29,580,120,120
chartqa_images/711.jpg,20x29,580,120,120
chartqa_images/712.jpg,20x29,580,120,120
chartqa_images/713.jpg,20x29,580,120,120
chartqa_images/714.jpg,20x29,580,120,120
chartqa_images/715.jpg,20x29,580,120,120
chartqa_images/716.jpg,20x29,580,120,120
chartqa_images/717.jpg,20x29,580,120,120
chartqa_images/718.jpg,20x29,580,120,120
chartqa_images/719.jpg,20x29,580,120,120
chartqa_images/720.jpg,20x29,580,120,120
chartqa_images/721.jpg,20x29,580,120,120
chartqa_images/722.jpg,20x29,580,120,120
chartqa_images/723.jpg,20x29,580,120,120
chartqa_images/724.jpg,20x29,580,120,120
chartqa_images/725.jpg,20x29,580,120,120
chartqa_images/726.jpg,20x29,580,120,120
chartqa_images/727.jpg,20x29,580,120,120
chartqa_images/728.jpg,20x29,580,120,120
chartqa_images/729.jpg,20x29,580,120,120
chartqa_images/730.jpg,20x29,580,120,120
chartqa_images/731.jpg,20x29,580,120,120
chartqa_images/732.jpg,20x29,580,120,120
chartqa_images/733.jpg,20x29,580,120,120
chartqa_images/734.jpg,20x29,580,120,120
chartqa_images/735.jpg,20x29,580,120,120
chartqa_images/736.jpg,20x29,580,120,120
chartqa_images/737.jpg,20x29,580,120,120
chartqa_images/738.jpg,20x29,580,120,120
chartqa_images/739.jpg,20x29,580,120,120
chartqa_images/740.jpg,20x29,580,120,120
chartqa_images/741.jpg,20x29,580,120,120
chartqa_images/742.jpg,20x29,580,120,120
chartqa_images/743.jpg,20x29,580,120,120
chartqa_images/744.jpg,20x29,580,120,120
chartqa_images/745.jpg,20x29,580,120,120
chartqa_images/746.jpg,20x29,580,120,120
chartqa_images/747.jpg,20x29,580,120,120
chartqa_images/748.jpg,20x29,580,120,120
chartqa_images/749.jpg,20x29,580,120,120
chartqa_images/750.jpg,20x29,580,120,120
chartqa_images/751.jpg,20x29,580,120,120
chartqa_images/752.jpg,20x29,580,120,120
chartqa_images/753.jpg,20x29,580,120,120
chartqa_images/754.jpg,20x29,580,120,120
chartqa_images/755.jpg,20x29,580,120,120
chartqa_images/756.jpg,20x29,580,120,120
chartqa_images/757.jpg,20x29,580,120,120
chartqa_images/758.jpg,20x29,580,120,120
chartqa_images/759.jpg,20x29,580,120,120
chartqa_images/760.jpg,20x29,580,120,120
chartqa_images/761.jpg,20x29,580,120,120
chartqa_images/762.jpg,20x29,580,120,120
chartqa_images/763.jpg,20x29,580,120,120
chartqa_images/764.jpg,20x29,580,120,120
chartqa_images/765.jpg,20x29,580,120,120
chartqa_images/766.jpg,20x29,580,120,120
chartqa_images/767.jpg,20x29,580,120,120
chartqa_images/768.jpg,20x29,580,120,120
chartqa_images/769.jpg,20x29,580,120,120
chartqa_images/770.jpg,20x29,580,120,120
chartqa_images/771.jpg,20x29,580,120,120
chartqa_images/772.jpg,20x29,580,120,120
chartqa_images/773.jpg,20x29,580,120,120
chartqa_images/774.jpg,20x29,580,120,120
chartqa_images/775.jpg,20x29,580,120,120
chartqa_images/776.jpg,20x29,580,120,120
chartqa_images/777.jpg,20x29,580,120,120
chartqa_images/778.jpg,20x29,580,120,120
chartqa_images/779.jpg,20x29,580,120,120
chartqa_images/780.jpg,20x29,580,120,120
chartqa_images/781.jpg,20x29,580,120,120
chartqa_images/782.jpg,20x29,580,120,120
chartqa_images/783.jpg,20x29,580,120,120
chartqa_images/784.jpg,20x29,580,120,120
chartqa_images/785.jpg,20x29,580,120,120
chartqa_images/786.jpg,20x29,580,120,120
chartqa_images/787.jpg,20x29,580,120,120
chartqa_images/788.jpg,20x29,580,120,120
chartqa_images/789.jpg,20x29,580,120,120
chartqa_images/790.jpg,20x29,580,120,120
chartqa_images/791.jpg,20x29,580,120,120
chartqa_images/792.jpg,20x29,580,120,120
chartqa_images/793.jpg,20x29,580,120,120
chartqa_images/794.jpg,20x29,580,120,120
chartqa_images/795.jpg,20x29,580,120,120
chartqa_images/796.jpg,20x29,580,120,120
chartqa_images/797.jpg,20x29,580,120,120
chartqa_images/798.jpg,20x29,580,120,120
chartqa_images/799.jpg,20x29,580,120,120
chartqa_images/800.jpg,20x29,580,120,120
chartqa_images/801.jpg,20x29,580,120,120
chartqa_images/802.jpg,20x29,580,120,120
chartqa_images/803.jpg,20x29,580,120,120
chartqa_images/804.jpg,20x29,580,120,120
chartqa_images/805.jpg,20x29,580,120,120
chartqa_images/806.jpg,20x29,580,120,120
chartqa_images/807.jpg,20x29,580,120,120
chartqa_images/808.jpg,20x29,580,120,120
chartqa_images/809.jpg,20x29,580,120,120
chartqa_images/810.jpg,20x29,580,120,120
chartqa_images/811.jpg,20x29,580,120,120
chartqa_images/812.jpg,20x29,580,120,120
chartqa_images/813.jpg,20x29,580,120,120
chartqa_images/814.jpg,20x29,580,120,120
chartqa_images/815.jpg,20x29,580,120,120
chartqa_images/816.jpg,20x29,580,120,120
chartqa_images/817.jpg,20x29,580,120,120
chartqa_images/818.jpg,20x29,580,120,120
chartqa_images/819.jpg,20x29,580,120,120
chartqa_images/820.jpg,20x29,580,120,120
chartqa_images/821.jpg,20x29,580,120,120
chartqa_images/822.jpg,20x29,580,120,120
chartqa_images/823.jpg,20x29,580,120,120
chartqa_images/824.jpg,20x29,580,120,120
chartqa_images/825.jpg,20x29,580,120,120
chartqa_images/826.jpg,20x29,580,120,120
chartqa_images/827.jpg,20x29,580,120,120
chartqa_images/828.jpg,20x29,580,120,120
chartqa_images/829.jpg,20x29,580,120,120
chartqa_images/830.jpg,20x29,580,120,120
chartqa_images/831.jpg,20x29,580,120,120
chartqa_images/832.jpg,20x29,580,120,120
chartqa_images/833.jpg,20x29,580,120,120
chartqa_images/834.jpg,20x29,580,120,120
chartqa_images/835.jpg,20x29,580,120,120
chartqa_images/836.jpg,20x29,580,120,120
chartqa_images/837.jpg,20x29,580,120,120
chartqa_images/838.jpg,20x29,580,120,120
chartqa_images/839.jpg,20x29,580,120,120
chartqa_images/840.jpg,20x29,580,120,120
chartqa_images/841.jpg,20x29,580,120,120
chartqa_images/842.jpg,20x29,580,120,120
chartqa_images/843.jpg,20x29,580,120,120
chartqa_images/844.jpg,20x29,580,120,120
chartqa_images/845.jpg,20x29,580,120,120
chartqa_images/846.jpg,20x29,580,120,120
chartqa_images/847.jpg,20x29,580,120,120
chartqa_images/848.jpg,20x29,580,120,120
chartqa_images/849.jpg,20x29,580,120,120
chartqa_images/850.jpg,20x29,580,120,120
chartqa_images/851.jpg,20x29,580,120,120
chartqa_images/852.jpg,20x29,580,120,120
chartqa_images/853.jpg,20x29,580,120,120
chartqa_images/854.jpg,20x29,580,120,120
chartqa_images/855.jpg,20x29,580,120,120
chartqa_images/856.jpg,20x29,580,120,120
chartqa_images/857.jpg,20x29,580,120,120
chartqa_images/858.jpg,20x29,580,120,120
chartqa_images/859.jpg,20x29,580,120,120
chartqa_images/860.jpg,20x29,580,120,120
chartqa_images/861.jpg,20x29,580,120,120
chartqa_images/862.jpg,20x29,580,120,120
chartqa_images/863.jpg,20x29,580,120,120
chartqa_images/864.jpg,20x29,580,120,120
chartqa_images/865.jpg,20x29,580,120,120
chartqa_images/866.jpg,20x29,580,120,120
chartqa_images/867.jpg,20x29,580,120,120
chartqa_images/868.jpg,20x29,580,120,120
chartqa_images/869.jpg,20x29,580,120,120
chartqa_images/870.jpg,20x29,580,120,120
chartqa_images/871.jpg,20x29,580,120,120
chartqa_images/872.jpg,20x29,580,120,120
chartqa_images/873.jpg,20x29,580,120,120
chartqa_images/874.jpg,20x29,580,120,120
chartqa_images/875.jpg,20x29,580,120,120
chartqa_images/876.jpg,20x29,580,120,120
chartqa_images/877.jpg,20x29,580,120,120
chartqa_images/878.jpg,20x29,580,120,120
chartqa_images/879.jpg,20x29,580,120,120
chartqa_images/880.jpg,20x29,580,120,120
chartqa_images/881.jpg,20x29,580,120,120
chartqa_images/882.jpg,20x29,580,120,120
chartqa_images/883.jpg,20x29,580,120,120
chartqa_images/884.jpg,20x29,580,120,120
chartqa_images/885.jpg,20x29,580,120,120
chartqa_images/886.jpg,20x29,580,120,120
chartqa_images/887.jpg,20x29,580,120,120
chartqa_images/888.jpg,20x29,580,120,120
chartqa_images/889.jpg,22x29,638,132,132
chartqa_images/890.jpg,22x29,638,132,132
chartqa_images/891.jpg,20x29,580,120,120
chartqa_images/892.jpg,20x29,580,120,120
chartqa_images/893.jpg,20x29,580,120,120
chartqa_images/894.jpg,20x29,580,120,120
chartqa_images/895.jpg,20x29,580,120,120
chartqa_images/896.jpg,20x29,580,120,120
chartqa_images/897.jpg,20x29,580,120,120
chartqa_images/898.jpg,20x29,580,120,120
chartqa_images/899.jpg,20x29,580,120,120
chartqa_images/900.jpg,20x29,580,120,120
chartqa_images/901.jpg,20x29,580,120,120
chartqa_images/902.jpg,20x29,580,120,120
chartqa_images/903.jpg,20x29,580,120,120
chartqa_images/904.jpg,20x29,580,120,120
chartqa_images/905.jpg,20x29,580,120,120
chartqa_images/906.jpg,20x29,580,120,120
chartqa_images/907.jpg,20x29,580,120,120
chartqa_images/908.jpg,20x29,580,120,120
chartqa_images/909.jpg,27x29,783,162,162
chartqa_images/910.jpg,27x29,783,162,162
chartqa_images/911.jpg,20x29,580,120,120
chartqa_images/912.jpg,20x29,580,120,120
chartqa_images/913.jpg,20x29,580,120,120
chartqa_images/914.jpg,20x29,580,120,120
chartqa_images/915.jpg,20x29,580,120,120
chartqa_images/916.jpg,20x29,580,120,120
chartqa_images/917.jpg,20x29,580,120,120
chartqa_images/918.jpg,20x29,580,120,120
chartqa_images/919.jpg,20x29,580,120,120
chartqa_images/920.jpg,20x29,580,120,120
chartqa_images/921.jpg,20x29,580,120,120
chartqa_images/922.jpg,20x29,580,120,120
chartqa_images/923.jpg,20x29,580,120,120
chartqa_images/924.jpg,20x29,580,120,120
chartqa_images/925.jpg,20x29,580,120,120
chartqa_images/926.jpg,20x29,580,120,120
chartqa_images/927.jpg,20x29,580,120,120
chartqa_images/928.jpg,20x29,580,120,120
chartqa_images/929.jpg,20x29,580,120,120
chartqa_images/930.jpg,20x29,580,120,120
chartqa_images/931.jpg,20x29,580,120,120
chartqa_images/932.jpg,20x29,580,120,120
chartqa_images/933.jpg,20x29,580,120,120
chartqa_images/934.jpg,20x29,580,120,120
chartqa_images/935.jpg,20x29,580,120,120
chartqa_images/936.jpg,20x29,580,120,120
chartqa_images/937.jpg,20x29,580,120,120
chartqa_images/938.jpg,20x29,580,120,120
chartqa_images/939.jpg,20x29,580,120,120
chartqa_images/940.jpg,20x29,580,120,120
chartqa_images/941.jpg,20x29,580,120,120
chartqa_images/942.jpg,20x29,580,120,120
chartqa_images/943.jpg,20x29,580,120,120
chartqa_images/944.jpg,20x29,580,120,120
chartqa_images/945.jpg,20x29,580,120,120
chartqa_images/946.jpg,20x29,580,120,120
chartqa_images/947.jpg,20x29,580,120,120
chartqa_images/948.jpg,20x29,580,120,120
chartqa_images/949.jpg,20x29,580,120,120
chartqa_images/950.jpg,20x29,580,120,120
chartqa_images/951.jpg,20x29,580,120,120
chartqa_images/952.jpg,20x29,580,120,120
chartqa_images/953.jpg,20x29,580,120,120
chartqa_images/954.jpg,20x29,580,120,120
chartqa_images/955.jpg,20x29,580,120,120
chartqa_images/956.jpg,20x29,580,120,120
chartqa_images/957.jpg,20x29,580,120,120
chartqa_images/958.jpg,20x29,580,120,120
chartqa_images/959.jpg,20x29,580,120,120
chartqa_images/960.jpg,20x29,580,120,120
chartqa_images/961.jpg,20x29,580,120,120
chartqa_images/962.jpg,20x29,580,120,120
chartqa_images/963.jpg,20x29,580,120,120
chartqa_images/964.jpg,20x29,580,120,120
chartqa_images/965.jpg,20x29,580,120,120
chartqa_images/966.jpg,20x29,580,120,120
chartqa_images/967.jpg,20x29,580,120,120
chartqa_images/968.jpg,20x29,580,120,120
chartqa_images/969.jpg,20x29,580,120,120
chartqa_images/970.jpg,20x29,580,120,120
chartqa_images/971.jpg,20x29,580,120,120
chartqa_images/972.jpg,20x29,580,120,120
chartqa_images/973.jpg,26x29,754,156,156
chartqa_images/974.jpg,26x29,754,156,156
chartqa_images/975.jpg,20x29,580,120,120
chartqa_images/976.jpg,20x29,580,120,120
chartqa_images/977.jpg,20x29,580,120,120
chartqa_images/978.jpg,20x29,580,120,120
chartqa_images/979.jpg,20x29,580,120,120
chartqa_images/980.jpg,20x29,580,120,120
chartqa_images/981.jpg,20x29,580,120,120
chartqa_images/982.jpg,20x29,580,120,120
chartqa_images/983.jpg,20x29,580,120,120
chartqa_images/984.jpg,20x29,580,120,120
chartqa_images/985.jpg,20x29,580,120,120
chartqa_images/986.jpg,20x29,580,120,120
chartqa_images/987.jpg,20x29,580,120,120
chartqa_images/988.jpg,20x29,580,120,120
chartqa_images/989.jpg,20x29,580,120,120
chartqa_images/990.jpg,20x29,580,120,120
chartqa_images/991.jpg,20x29,580,120,120
chartqa_images/992.jpg,20x29,580,120,120
chartqa_images/993.jpg,20x29,580,120,120
chartqa_images/994.jpg,20x29,580,120,120
chartqa_images/995.jpg,20x29,580,120,120
chartqa_images/996.jpg,20x29,580,120,120
chartqa_images/997.jpg,20x29,580,120,120
chartqa_images/998.jpg,20x29,580,120,120
chartqa_images/999.jpg,20x29,580,120,120
chartqa_images/1000.jpg,20x29,580,120,120
chartqa_images/1001.jpg,20x29,580,120,120
chartqa_images/1002.jpg,20x29,580,120,120
chartqa_images/1003.jpg,20x29,580,120,120
chartqa_images/1004.jpg,20x29,580,120,120
chartqa_images/1005.jpg,20x29,580,120,120
chartqa_images/1006.jpg,20x29,580,120,120
chartqa_images/1007.jpg,20x29,580,120,120
chartqa_images/1008.jpg,20x29,580,120,120
chartqa_images/1009.jpg,20x29,580,120,120
chartqa_images/1010.jpg,20x29,580,120,120
chartqa_images/1011.jpg,26x29,754,156,156
chartqa_images/1012.jpg,26x29,754,156,156
chartqa_images/1013.jpg,20x29,580,120,120
chartqa_images/1014.jpg,20x29,580,120,120
chartqa_images/1015.jpg,20x29,580,120,120
chartqa_images/1016.jpg,20x29,580,120,120
chartqa_images/1017.jpg,20x29,580,120,120
chartqa_images/1018.jpg,20x29,580,120,120
chartqa_images/1019.jpg,20x29,580,120,120
chartqa_images/1020.jpg,20x29,580,120,120
chartqa_images/1021.jpg,20x29,580,120,120
chartqa_images/1022.jpg,20x29,580,120,120
chartqa_images/1023.jpg,20x29,580,120,120
chartqa_images/1024.jpg,20x29,580,120,120
chartqa_images/1025.jpg,20x29,580,120,120
chartqa_images/1026.jpg,20x29,580,120,120
chartqa_images/1027.jpg,20x29,580,120,120
chartqa_images/1028.jpg,20x29,580,120,120
chartqa_images/1029.jpg,20x29,580,120,120
chartqa_images/1030.jpg,20x29,580,120,120
chartqa_images/1031.jpg,20x29,580,120,120
chartqa_images/1032.jpg,20x29,580,120,120
chartqa_images/1033.jpg,20x29,580,120,120
chartqa_images/1034.jpg,20x29,580,120,120
chartqa_images/1035.jpg,20x29,580,120,120
chartqa_images/1036.jpg,20x29,580,120,120
chartqa_images/1037.jpg,20x29,580,120,120
chartqa_images/1038.jpg,20x29,580,120,120
chartqa_images/1039.jpg,20x29,580,120,120
chartqa_images/1040.jpg,20x29,580,120,120
chartqa_images/1041.jpg,20x29,580,120,120
chartqa_images/1042.jpg,20x29,580,120,120
chartqa_images/1043.jpg,20x29,580,120,120
chartqa_images/1044.jpg,20x29,580,120,120
chartqa_images/1045.jpg,20x29,580,120,120
chartqa_images/1046.jpg,20x29,580,120,120
chartqa_images/1047.jpg,20x29,580,120,120
chartqa_images/1048.jpg,20x29,580,120,120
chartqa_images/1049.jpg,20x29,580,120,120
chartqa_images/1050.jpg,20x29,580,120,120
chartqa_images/1051.jpg,20x29,580,120,120
chartqa_images/1052.jpg,20x29,580,120,120
chartqa_images/1053.jpg,20x29,580,120,120
chartqa_images/1054.jpg,20x29,580,120,120
chartqa_images/1055.jpg,20x29,580,120,120
chartqa_images/1056.jpg,20x29,580,120,120
chartqa_images/1057.jpg,20x29,580,120,120
chartqa_images/1058.jpg,20x29,580,120,120
chartqa_images/1059.jpg,20x29,580,120,120
chartqa_images/1060.jpg,20x29,580,120,120
chartqa_images/1061.jpg,27x29,783,162,162
chartqa_images/1062.jpg,27x29,783,162,162
chartqa_images/1063.jpg,20x29,580,120,120
chartqa_images/1064.jpg,20x29,580,120,120
chartqa_images/1065.jpg,20x29,580,120,120
chartqa_images/1066.jpg,20x29,580,120,120
chartqa_images/1067.jpg,26x29,754,156,156
chartqa_images/1068.jpg,26x29,754,156,156
chartqa_images/1069.jpg,20x29,580,120,120
chartqa_images/1070.jpg,20x29,580,120,120
chartqa_images/1071.jpg,20x29,580,120,120
chartqa_images/1072.jpg,20x29,580,120,120
chartqa_images/1073.jpg,20x29,580,120,120
chartqa_images/1074.jpg,20x29,580,120,120
chartqa_images/1075.jpg,20x29,580,120,120
chartqa_images/1076.jpg,20x29,580,120,120
chartqa_images/1077.jpg,36x29,1044,216,216
chartqa_images/1078.jpg,36x29,1044,216,216
chartqa_images/1079.jpg,20x29,580,120,120
chartqa_images/1080.jpg,20x29,580,120,120
chartqa_images/1081.jpg,20x29,580,120,120
chartqa_images/1082.jpg,20x29,580,120,120
chartqa_images/1083.jpg,20x29,580,120,120
chartqa_images/1084.jpg,20x29,580,120,120
chartqa_images/1085.jpg,20x29,580,120,120
chartqa_images/1086.jpg,20x29,580,120,120
chartqa_images/1087.jpg,20x29,580,120,120
chartqa_images/1088.jpg,20x29,580,120,120
chartqa_images/1089.jpg,20x29,580,120,120
chartqa_images/1090.jpg,20x29,580,120,120
chartqa_images/1091.jpg,20x29,580,120,120
chartqa_images/1092.jpg,20x29,580,120,120
chartqa_images/1093.jpg,20x29,580,120,120
chartqa_images/1094.jpg,20x29,580,120,120
chartqa_images/1095.jpg,20x29,580,120,120
chartqa_images/1096.jpg,20x29,580,120,120
chartqa_images/1097.jpg,20x29,580,120,120
chartqa_images/1098.jpg,20x29,580,120,120
chartqa_images/1099.jpg,20x29,580,120,120
chartqa_images/1100.jpg,20x29,580,120,120
chartqa_images/1101.jpg,20x29,580,120,120
chartqa_images/1102.jpg,20x29,580,120,120
chartqa_images/1103.jpg,20x29,580,120,120
chartqa_images/1104.jpg,20x29,580,120,120
chartqa_images/1105.jpg,20x29,580,120,120
chartqa_images/1106.jpg,20x29,580,120,120
chartqa_images/1107.jpg,20x29,580,120,120
chartqa_images/1108.jpg,20x29,580,120,120
chartqa_images/1109.jpg,20x29,580,120,120
chartqa_images/1110.jpg,20x29,580,120,120
chartqa_images/1111.jpg,20x29,580,120,120
chartqa_images/1112.jpg,20x29,580,120,120
chartqa_images/1113.jpg,20x29,580,120,120
chartqa_images/1114.jpg,20x29,580,120,120
chartqa_images/1115.jpg,20x29,580,120,120
chartqa_images/1116.jpg,20x29,580,120,120
chartqa_images/1117.jpg,20x29,580,120,120
chartqa_images/1118.jpg,20x29,580,120,120
chartqa_images/1119.jpg,20x29,580,120,120
chartqa_images/1120.jpg,20x29,580,120,120
chartqa_images/1121.jpg,20x29,580,120,120
chartqa_images/1122.jpg,20x29,580,120,120
chartqa_images/1123.jpg,20x29,580,120,120
chartqa_images/1124.jpg,20x29,580,120,120
chartqa_images/1125.jpg,20x29,580,120,120
chartqa_images/1126.jpg,20x29,580,120,120
chartqa_images/1127.jpg,20x29,580,120,120
chartqa_images/1128.jpg,20x29,580,120,120
chartqa_images/1129.jpg,20x29,580,120,120
chartqa_images/1130.jpg,20x29,580,120,120
chartqa_images/1131.jpg,20x29,580,120,120
chartqa_images/1132.jpg,20x29,580,120,120
chartqa_images/1133.jpg,20x29,580,120,120
chartqa_images/1134.jpg,20x29,580,120,120
chartqa_images/1135.jpg,20x29,580,120,120
chartqa_images/1136.jpg,20x29,580,120,120
chartqa_images/1137.jpg,20x29,580,120,120
chartqa_images/1138.jpg,20x29,580,120,120
chartqa_images/1139.jpg,20x29,580,120,120
chartqa_images/1140.jpg,20x29,580,120,120
chartqa_images/1141.jpg,20x29,580,120,120
chartqa_images/1142.jpg,20x29,580,120,120
chartqa_images/1143.jpg,20x29,580,120,120
chartqa_images/1144.jpg,20x29,580,120,120
chartqa_images/1145.jpg,20x29,580,120,120
chartqa_images/1146.jpg,20x29,580,120,120
chartqa_images/1147.jpg,20x29,580,120,120
chartqa_images/1148.jpg,20x29,580,120,120
chartqa_images/1149.jpg,20x29,580,120,120
chartqa_images/1150.jpg,20x29,580,120,120
chartqa_images/1151.jpg,20x29,580,120,120
chartqa_images/1152.jpg,20x29,580,120,120
chartqa_images/1153.jpg,20x29,580,120,120
chartqa_images/1154.jpg,20x29,580,120,120
chartqa_images/1155.jpg,20x29,580,120,120
chartqa_images/1156.jpg,20x29,580,120,120
chartqa_images/1157.jpg,20x29,580,120,120
chartqa_images/1158.jpg,20x29,580,120,120
chartqa_images/1159.jpg,20x29,580,120,120
chartqa_images/1160.jpg,20x29,580,120,120
chartqa_images/1161.jpg,20x29,580,120,120
chartqa_images/1162.jpg,20x29,580,120,120
chartqa_images/1163.jpg,20x29,580,120,120
chartqa_images/1164.jpg,20x29,580,120,120
chartqa_images/1165.jpg,20x29,580,120,120
chartqa_images/1166.jpg,20x29,580,120,120
chartqa_images/1167.jpg,20x29,580,120,120
chartqa_images/1168.jpg,20x29,580,120,120
chartqa_images/1169.jpg,20x29,580,120,120
chartqa_images/1170.jpg,20x29,580,120,120
chartqa_images/1171.jpg,20x29,580,120,120
chartqa_images/1172.jpg,20x29,580,120,120
chartqa_images/1173.jpg,20x29,580,120,120
chartqa_images/1174.jpg,20x29,580,120,120
chartqa_images/1175.jpg,20x29,580,120,120
chartqa_images/1176.jpg,20x29,580,120,120
chartqa_images/1177.jpg,20x29,580,120,120
chartqa_images/1178.jpg,20x29,580,120,120
chartqa_images/1179.jpg,20x29,580,120,120
chartqa_images/1180.jpg,20x29,580,120,120
chartqa_images/1181.jpg,20x29,580,120,120
chartqa_images/1182.jpg,20x29,580,120,120
chartqa_images/1183.jpg,20x29,580,120,120
chartqa_images/1184.jpg,20x29,580,120,120
chartqa_images/1185.jpg,20x29,580,120,120
chartqa_images/1186.jpg,20x29,580,120,120
chartqa_images/1187.jpg,20x29,580,120,120
chartqa_images/1188.jpg,20x29,580,120,120
chartqa_images/1189.jpg,20x29,580,120,120
chartqa_images/1190.jpg,20x29,580,120,120
chartqa_images/1191.jpg,20x29,580,120,120
chartqa_images/1192.jpg,20x29,580,120,120
chartqa_images/1193.jpg,20x29,580,120,120
chartqa_images/1194.jpg,20x29,580,120,120
chartqa_images/1195.jpg,20x29,580,120,120
chartqa_images/1196.jpg,20x29,580,120,120
chartqa_images/1197.jpg,20x29,580,120,120
chartqa_images/1198.jpg,20x29,580,120,120
chartqa_images/1199.jpg,20x29,580,120,120
chartqa_images/1200.jpg,20x29,580,120,120
chartqa_images/1201.jpg,20x29,580,120,120
chartqa_images/1202.jpg,20x29,580,120,120
chartqa_images/1203.jpg,20x29,580,120,120
chartqa_images/1204.jpg,20x29,580,120,120
